"ASUS  B85M-G STCOM,ASUS,인텔 CPU용,인텔(소켓1150),(인텔) B85,Micro-ATX (24.4 x 24.4cm),DDR3,4개,최대 32GB,,PCIe3.0 x16,없음,(M.2) 미지원,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"MSI  B250I 게이밍 프로 AC,MSI,인텔 CPU용,인텔(소켓1151),(인텔) B250,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,,,(M.2) 2개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ECS  ESSENTIALS H81H3-I HDMI 코잇,ECS,인텔 CPU용,인텔(소켓1150),(인텔) H81,Mini-iTX (17.0 x 17.0cm),DDR3,2개,최대 16GB,,PCIe x16,없음,(M.2) 미지원,O,,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"MSI  Z270 게이밍 프로 카본,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.4 x 24.3cm),DDR4,4개,최대 64GB,CrossFire + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASUS ROG MAXIMUS IX FORMULA iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,,O,,O,O"
"ASUS PRIME B250M-PLUS 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 22.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-B250M-D2V 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (22.6 x 17.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,O,O,,,,,,,,O,,PS/2 포트 2개,O,,,"
"마이크로닉스  TH110-HM (120W 파워어댑터 포함),마이크로닉스,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR3/DDR3L,2개,최대 32GB,,,,(M.2) 미지원,,,O,,,,,,,,,,O,,,"
"Supermicro 슈퍼오 C7-Z270-CG-L STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-H110M-S2H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 미지원,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"ASUS  RAMPAGE V EDITION 10 STCOM,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 33.0cm),DDR4,8개,최대 128GB 이상,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,O,,O,O"
"GIGABYTE  GA-H110M-A 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 미지원,,,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"ASUS STRIX B250G GAMING STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,M-ATX (24.4x21.8cm),DDR4,4개,최대 64GB,,,,(M.2) 2개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"MSI  B250M PRO-VDH + 옵테인 메모리 16GB,MSI,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 22.8cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"MSI  Z270 게이밍 M7,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-X99P-SLI 듀러블에디션 썬더볼트 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,일반-ATX (30.5 x 24.4cm),DDR4,8개,최대 128GB 이상,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,O,O,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  B150M PRO4/HYPER 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) B150,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"Supermicro 슈퍼오 C7-H270-CG-ML STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS ROG STRIX Z270F GAMING STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"Supermicro 슈퍼오 C7-Q270-CB-ML STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) Q270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS ROG STRIX Z270G GAMING iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,O,O"
"ASRock  Z270 PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (22.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS  RAMPAGE V EDITION 10 iBORA,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 33.0cm),DDR4,8개,최대 128GB 이상,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,O,,O,O"
"GIGABYTE  GA-H110M-S2PH 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 미지원,O,,O,,,,,O,O,O,,PS/2 포트 2개,O,,,"
"ASRock  B250 PRO4 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) B250,일반-ATX (30.5 x 22cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASRock  H110M-ITX/ac 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,없음,(M.2) 미지원,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,O,O"
"MSI  H270M 박격포 아틱,MSI,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire,PCIe3.0 x16,,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-H270-HD3 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"MSI  B250M PRO-VD,MSI,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (22.6 x 18.5cm),DDR4,2개 이하,최대 32GB,,,,(M.2) 1개,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASRock  H110M-DVS R2.0 디앤디컴 (벌크),ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASRock  H110M-HDV 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (23.0 x 18.2cm),DDR4,2개,최대 32GB,,,,(M.2) 미지원,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-N3150N-D3V 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(CPU내장),,Mini-iTX (17.0 x 17.0cm),DDR3 노트북용,2개,최대 8GB,,없음,없음,(M.2) 1개,O,O,,,,,,O,,O,,PS/2 포트 2개,O,,,"
"ASUS ROG MAXIMUS IX FORMULA STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,,O,,O,O"
"ASRock  H110M-DVS R2.0 에즈윈 (벌크),ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,(M.2) 미지원,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS  H110-PLUS STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) H110,일반-ATX (30.5 x 24.4cm),DDR4,2개,최대 32GB,,,,(M.2) 미지원,O,O,,,,,,,O,O,,PS/2 포트 2개,O,,,"
"MSI  H110I PRO 웨이코스,MSI,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASRock  H270M PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"MSI  H110M PRO-D 웨이코스,MSI,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 미지원,,O,,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASRock  Z270 EXTREME 4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (24.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ECS DURATHON2 H110M4-C3D 코잇,ECS,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,(M.2) 미지원,O,,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"ECS DURATHON2 H110M4-C2D 코잇,ECS,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,(M.2) 미지원,,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"GIGABYTE  GA-Z170M-D3H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z170,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,O,,,,,O,,PS/2 콤보 1개,O,,,"
"ASRock  Z270 Gaming-ITX/ac 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 2개,,,O,O,O,,,,,,O,PS/2 콤보 1개,O,,O,O"
"ASUS  X99-E-10G WS STCOM,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 26.7cm),DDR4,8개,최대 128GB 이상,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,,O,,,"
"ASUS PRIME B250-PLUS iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,일반-ATX (30.5 x 21.8cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS PRIME Z270-K iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,"
"BIOSTAR RACING Z270 GT9 이엠텍,BIOSTAR,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x8,PCI-Express 3.0 x8,(M.2) 1개,,,O,O,,,,,,O,,PS/2 콤보 1개,O,O,,"
"ASUS PRIME H270-PRO 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) H270,일반-ATX (30.5 x 22.6cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASUS  P10S WS STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) C236,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,O,,,,,,O,O,PS/2 없음,O,,,"
"GIGABYTE  GA-Z270MX-Gaming 5 게이밍에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-Z270X-Gaming K7 어로스 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  Z270 Taichi 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (24.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,O,O"
"GIGABYTE  GA-Z270X-Ultra Gaming 게이밍에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  J3355B-ITX 디앤디컴,ASRock,인텔 CPU용,인텔(CPU내장),(인텔)셀러론 J3355,Mini-iTX (17.0 x 17.0cm),DDR3/DDR3L,2개,최대 16GB,,,,(M.2) 미지원,O,,O,,,,,,,,,PS/2 포트 2개,O,,,"
"MSI  Z270 토마호크,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.4 x 24.3cm),DDR4,4개,최대 64GB,CrossFire,PCIe3.0 x16,,(M.2) 2개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  Z270 KILLER SLI 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (24.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS PRIME B250M-A 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 20.6cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"GIGABYTE  GA-B250M-D3H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 22.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-H170N-WiFi 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H170,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,O,O"
"ASUS ROG STRIX Z270E GAMING 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,O,O"
"ASUS  H81M-K STCOM,ASUS,인텔 CPU용,인텔(소켓1150),(인텔) H81,Micro-ATX (24.4 x 24.4cm),DDR3,2개,최대 16GB,,PCIe x16,없음,(M.2) 미지원,O,O,,,,,,,,O,,PS/2 포트 2개,O,,,"
"ASRock  B85M PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1150),(인텔) B85,Micro-ATX (24.4 x 24.4cm),DDR3,4개,최대 32GB,CrossFire X,PCIe3.0 x16,PCI-Express x16,(M.2) 미지원,O,O,O,,,,,,,O,,키보드 포트 1개,O,,,"
"MSI  Z270 MPOWER 게이밍 티타늄,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,ATX (30.5x24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASUS PRIME Z270M-PLUS STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Micro-ATX (24.38 x 23.88cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"ASRock  H110M-DGS 디앤디컴 (벌크),ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,,,O,,,,,,,,O,,PS/2 포트 2개,O,,,"
"MSI  B250M 바주카,MSI,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 22.8cm),DDR4,4개,최대 64GB,,,,(M.2) 1개,,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"ASUS  H110I-PLUS iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,,,(M.2) 미지원,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS PRIME B250-PRO iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,일반-ATX (30.5 x 21.8cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,,(M.2) 2개,O,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-Z270N-Gaming 5 게이밍에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Mini-iTX (17.0 x 17.0cm),DDR4,4개,최대 32GB,,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-Z270X-Gaming K5 어로스 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  Z270 Gaming K6 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (24.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS  B150M-A/M.2 STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B150,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"ASRock  H81M-DGS R2.0 디앤디컴 (벌크),ASRock,인텔 CPU용,인텔(소켓1150),(인텔) H81,Micro-ATX (24.4 x 24.4cm),DDR3,2개,최대 16GB,,PCIe x16,없음,,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS  Z270-WS iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,,O,,,"
"GIGABYTE  GA-H110M-HD2 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 미지원,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,"
"GIGABYTE  GA-B250N-Phoenix WiFi 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B250,M-iTX (17.0x17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,,,O,O,,,,,,,,PS/2 콤보 1개,O,,O,O"
"ASUS  SABERTOOTH X99 iBORA,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,일반-ATX (30.5 x 24.4cm),DDR4,8개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 없음,O,,,"
"GIGABYTE  GA-Z270X-Gaming 7 어로스 + 옵테인 메모리 32GB 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  H110M-ITX 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,없음,(M.2) 미지원,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-H270M-DS3H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 21.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-Z170MX-Gaming 5 게이밍에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z170,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,"
"ASRock  H270M-ITX/ac 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H270,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,O,O"
"ASRock  Z270 Professional Gaming i7 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS ROG STRIX Z270F GAMING 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 23.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-H110-D3 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,일반-ATX (30.5 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,O,,,,,,,O,O,O,,PS/2 포트 2개,O,,,"
"MSI  H110M PRO-D (벌크),MSI,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,,O,,,,,,,,O,,PS/2 콤보 1개,O,,,"
"GIGABYTE  GA-B250-HD3P 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B250,일반-ATX (30.5 x 22.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
"ASUS  X99-E STCOM,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 33.0cm),DDR4,8개,최대 128GB 이상,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,,,,"
"GIGABYTE  GA-Z270-HD3 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 22.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,"
