"POWEREX  VACUNA PRO GAMING,POWEREX,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,,,"
"Antec  TP-650C 80PLUS GOLD,Antec,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O"
"FSP  RAIDER RA550,FSP,ATX 파워,정격 550W,표기 550W,24핀 전용,120mm 팬,O,,,O,,O"
"마이크로닉스  New Performance 600W 80Plus Bronze 프리볼트,마이크로닉스,ATX 파워,정격 600W,표기 600W,20핀+4핀,135mm 팬,,O,O,O,,O"
"SuperFlower  SF-600P14XE Golden Green HX,SuperFlower,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,,,O"
"케이씨컴 아이리스 M450Si 벌크,케이씨컴,M-ATX 파워,정격 200W,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"스카이디지탈  파워스테이션3 PS3-850Q Gold 80PLUS,스카이디지탈,ATX 파워,정격 850W,표기 850W,20핀+4핀,140mm 팬,O,,,O,,O"
"FSP  FSP300-60GHT,FSP,TFX 파워,정격 300W,표기 300W,20핀+4핀,80mm 팬,O,,,O,,O"
"POWEREX  BLACK HAWK 650W SPECIAL EDITION,POWEREX,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,"
"CORSAIR  HX850i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 850W,표기 850W,20핀+4핀,140mm,O,O,,O,,O"
"현대  HD-M500ST,현대,M-ATX 파워,,표기 500W,20핀+4핀,80mm 팬,O,,,,,"
"SuperFlower  SF-500R12N,SuperFlower,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,"
"스파클텍  GPM600S 85+,스파클텍,ATX 파워,정격 600W,표기 600W,,120mm 팬,O,,,O,,"
"topower  TOP-500G 80PLUS GOLD Power One,topower,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O"
"FSP  FSP700-50HPN 85+,FSP,ATX 파워,정격 700W,표기 700W,24핀 전용,120mm 팬,O,,,O,,"
"웨이코스 THINKWAY TRUMAX 600W ACTIVE,웨이코스,ATX 파워,정격 600W,,20핀+4핀,120mm 팬,O,,,,,"
"시소닉  X-850 80PLUS GOLD (3세대),시소닉,ATX 파워,정격 850W,표기 850W,20핀+4핀,120mm 팬,O,O,,O,,O"
"CORSAIR  HX750i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 750W,표기 750W,20핀+4핀,140mm,O,,,O,,O"
"쿨러마스터  V1200 PLATINUM,쿨러마스터,ATX 파워,,표기 1200W,20핀+4핀,135mm 팬,O,,,O,,O"
"CORSAIR PROFESSIONAL SERIES AX1200i PLATINUM,CORSAIR,ATX 파워,정격 1200W,표기 1200W,20핀+4핀,140mm 팬,O,,,O,O,O"
"POWEREX  REX 5 SF 500W Spare Fan,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm, 80mm,O,,,O,,"
"마이크로닉스  SL-8320 TFX 300W 벌크,마이크로닉스,TFX 파워,정격 300W,,20핀+4핀,80mm 팬,O,,,O,,"
"CORSAIR  RM750i 80PLUS GOLD,CORSAIR,ATX 파워,정격 750W,표기 750W,20핀+4핀,135mm 팬,O,,,O,,O"
"마이크로닉스  New Performance 500W 80Plus Bronze 프리볼트,마이크로닉스,ATX 파워,정격 500W,표기 500W,20핀+4핀,135mm 팬,,O,O,O,,O"
"AONE  500P KC,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"FSP  AURUM PRO AU-850PRO,FSP,ATX 파워,정격 850W,표기 850W,20핀+4핀,135mm 팬,O,O,,O,O,O"
"잘만  ZM600-LX,잘만,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,"
"iGuju  ELPIS SP-400EL,iGuju,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,,,"
"CORSAIR  CS650M 80PLUS GOLD 모듈러,CORSAIR,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O"
"AONE  500MX V2,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"COUGAR  STX650 80PLUS 230V EU BRAVOTEC,COUGAR,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,,,O"
"AONE  MICRO 500P KC,AONE,M-ATX 파워,,표기 500W,20핀+4핀,80mm 팬,O,,,,,"
"잘만  ZM350-FX 80PLUS BRONZE,잘만,M-ATX 파워,정격 350W,표기 350W,20핀+4핀,80mm 팬,,,O,O,,O"
"Antec  VPF 550 80PLUS 브론즈,Antec,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,,,O,,O"
"POWEREX  REX III Modular 600W Triple V2.3,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"시소닉  P-520 Fanless 80PLUS PLATINUM (2세대),시소닉,ATX 파워,정격 520W,표기 520W,20핀+4핀,,O,,,O,O,O"
"CORSAIR  RM650i 80PLUS GOLD,CORSAIR,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,,,O,,O"
"CORSAIR PROFESSIONAL SERIES AX860i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 860W,표기 860W,20핀+4핀,120mm 팬,O,,,O,,O"
"POWEREX  PLATINUM 500W 벌크,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,"
"AONE  600MX V2,AONE,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"잘만  ZM1000-EBT 80PLUS GOLD,잘만,ATX 파워,정격 1000W,표기 1000W,20핀+4핀,135mm 팬,O,O,,O,,O"
"FSP  HYPER M 500W Modular 85+,FSP,ATX 파워,정격 500W,표기 500W,24핀 전용,120mm 팬,O,,,O,,"
"시소닉  HYDANCE HY-500CT Active PFC 80PLUS BRONZE,시소닉,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,O"
"CORSAIR  CS850M 80PLUS GOLD 모듈러,CORSAIR,ATX 파워,정격 850W,표기 850W,20핀+4핀,140mm 팬,O,,,O,,O"
"잘만  ZM500-GVM 500W 80 PLUS BRONZE,잘만,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O"
"스파클텍  GPT500S 85+ 벌크,스파클텍,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,"
"시소닉  S12II-620 80PLUS 브론즈,시소닉,ATX 파워,정격 620W,표기 620W,20핀+4핀,120mm 팬,O,,,O,,O"
"잘만  ZM450-FX 80PLUS BRONZE,잘만,M-ATX 파워,정격 450W,표기 450W,20핀+4핀,80mm 팬,O,,,O,,O"
"XFX  XTR 650W GOLD 80 PLUS,XFX,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,O,,O,,O"
"POWEREX  REXII 400W V2.2 벌크,POWEREX,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,O,,"
"topower  TOP-500S 12VSD DUAL POWER,topower,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"topower  TOP-600D 80PLUS BRONZE POP BLUE LED,topower,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,O"
"CORSAIR  SF450 80PLUS GOLD,CORSAIR,SFX 파워,정격 450W,표기 450W,20핀+4핀,92mm 팬,O,,,,,O"
"XFX  PRO 1000W PLATINUM 80 PLUS,XFX,ATX 파워,정격 1000W,표기 1000W,20핀+4핀,135mm 팬,O,O,,O,,O"
"COUGAR  GX 700W 80PLUS 골드,COUGAR,ATX 파워,정격 700W,표기 700W,20핀+4핀,140mm,O,O,O,O,,O"
"쿨러마스터  V850,쿨러마스터,ATX 파워,,표기 850W,20핀+4핀,135mm 팬,O,,,O,,O"
"시소닉  X-750 80PLUS GOLD (3세대),시소닉,ATX 파워,정격 750W,표기 750W,20핀+4핀,120mm 팬,O,O,,O,,O"
"XFX  PRO 1050W GOLD 80 PLUS,XFX,ATX 파워,정격 1050W,표기 1050W,20핀+4핀,135mm 팬,O,O,,O,,O"
"AONE  태왕 EP600 KC,AONE,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"POWEREX  REX 5 SF 600W Spare Fan,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm, 80mm,O,,,O,,"
"AONE  태왕 EP450M KC,AONE,Micro-ATX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"XFX  TS 750W GOLD 80 PLUS,XFX,ATX 파워,정격 750W,표기 750W,20핀+4핀,120mm 팬,O,O,,O,,O"
"잘만  ZM650-EBT 80PLUS GOLD,잘만,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,,,O,,O"
"XFX  XTR 750W GOLD 80 PLUS,XFX,ATX 파워,정격 750W,표기 750W,20핀+4핀,135mm 팬,O,O,,O,,O"
"2MONS  LUMEN 500 LIGHT V2.3,2MONS,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"XFX  PRO 1250W GOLD 80 PLUS,XFX,ATX 파워,정격 1250W,표기 1250W,20핀+4핀,135mm 팬,,,,,,O"
"시소닉  S12II-520 80PLUS 브론즈,시소닉,ATX 파워,정격 520W,표기 520W,20핀+4핀,120mm 팬,O,,,O,,O"
"제이씨현  UDEA FULLMAN 50S,제이씨현,ATX 파워,정격 300W,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"2MONS  LUMEN 600 PLUS V2.3,2MONS,ATX 파워,정격 300W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"IN WIN  DESERT FOX COMMANDER III 600W 80PLUS GOLD,IN WIN,ATX 파워,정격 600W,표기 600W,20핀+4핀,135mm 팬,O,,,O,,O"
"XFX  TS 650W GOLD 80 PLUS,XFX,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,O,,O,,O"
"SilverStone  STRIDER SFX ST45SF-G iBORA,SilverStone,SFX 파워,정격 450W,표기 450W,20핀+4핀,80mm 팬,O,,,O,,O"
"AONE  Micro 450BP KC,AONE,M-ATX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"대양케이스  OCEAN OC-600P,대양케이스,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"XFX  TS 550W GOLD 80 PLUS,XFX,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,O,,O,,O"
"대양케이스  OCEAN OC-600A,대양케이스,ATX 파워,정격 200W,표기 600W,20핀+4핀,120mm 팬,,,O,,,"
"XFX  XT 600W BRONZE 80 PLUS,XFX,ATX 파워,정격 600W,,20핀+4핀,120mm 팬,O,,,O,,O"
"COUGAR  CMD 600 디지털 파워,COUGAR,ATX 파워,정격 600W,표기 600W,20핀+4핀,140mm 팬,O,,,,,O"
"XFX  XTR 550W GOLD 80 PLUS,XFX,ATX 파워,정격 550W,표기 550W,20핀+4핀,135mm 팬,O,O,,O,,O"
"2MONS  LUMEN 550 가야르,2MONS,ATX 파워,,표기 550W,20핀+4핀,120mm 팬,O,,,,,"
"시소닉  X-650 80PLUS GOLD (3세대),시소닉,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,O,,O,,O"
"SilverStone  STRIDER SFX SST-SX600-G iBORA,SilverStone,SFX 파워,,표기 600W,20핀+4핀,80mm 팬,O,,,O,,O"
"제이씨현  UDEA FULLMAN 70S,제이씨현,ATX 파워,정격 400W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"엑슬비젼  BYSUO 파워맨 500SE KC,엑슬비젼,ATX 파워,정격 230W,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"AONE  TFX-450BP KC,AONE,TFX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"AONE  600PB KC,AONE,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"COUGAR  CMD 500 디지털 파워,COUGAR,ATX 파워,정격 500W,표기 500W,20핀+4핀,140mm 팬,O,,,,,O"
"AONE  STORM 600LF A-PFC,AONE,ATX 파워,정격 600W,,20핀+4핀,120mm 팬,O,,,,,"
"COUGAR  160S ITX,COUGAR,FLEX 파워,정격 160W,표기 160W,20핀+4핀,40mm 팬,,,O,O,,"
"2MONS  LUMEN 550 PLUS V2.3,2MONS,ATX 파워,,표기 550W,20핀+4핀,120mm 팬,O,,,,,"
"AONE  600T KC,AONE,ATX 파워,정격 300W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"제이씨현  UDEA FULLMAN 60S,제이씨현,ATX 파워,정격 350W,표기 550W,20핀+4핀,120mm 팬,O,,,,,"
"POWEREX  BLACK Q 400W PFC Single 85+,POWEREX,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,O,,"
"시소닉  P-760 80PLUS PLATINUM (2세대),시소닉,ATX 파워,정격 760W,표기 760W,20핀+4핀,120mm 팬,O,O,,O,O,O"
"2MONS  LUMEN 600 가야르,2MONS,ATX 파워,,표기 600W,20핀+4핀,140mm 팬,O,,,,,"
"XFX  XT 500W BRONZE 80 PLUS,XFX,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,O,,O"
"웨이코스 THINKWAY 700P REVISION,웨이코스,ATX 파워,정격 400W,,20핀+4핀,120mm 팬,O,,,,,"
"시소닉  X-1250 80PLUS GOLD (2세대),시소닉,ATX 파워,정격 1250W,표기 1250W,20핀+4핀,120mm 팬,O,O,,O,,O"
"2MONS  LUMEN 500LY 가야르,2MONS,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"AONE  ATX 500HW,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"topower  TOP-500D 80PLUS BRONZE POP LED,topower,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O"
"COUGAR  200S ITX,COUGAR,FLEX 파워,정격 200W,표기 200W,20핀+4핀,40mm 팬,,,O,O,,"
"현대  HD-TFX450PT,현대,TFX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"웨이코스 THINKWAY elecForce 400W-83P,웨이코스,ATX 파워,400W,,20핀+4핀,120mm 팬,,O,,O,,"
"SilverStone  SST-SX500-LG iBORA,SilverStone,SFX-L 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O"
"AONE  600P KC,AONE,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"GMC  티타늄 T450,GMC,ATX 파워,,표기 450W,20핀+4핀,120mm 팬,,,O,,,"
"2MONS  LUMEN SERVER 700 PRO II,2MONS,ATX 파워,정격 600W,표기 700W,20핀+4핀,120mm 팬,O,,,O,,"
"AONE  STORM 400LF 더블포워드 V2.3 벌크,AONE,ATX 파워,정격 400W,,20핀+4핀,120mm 팬,O,,,,,"
"COUGAR  GX 600W 80PLUS 골드 V2,COUGAR,ATX 파워,정격 600W,표기 600W,20핀+4핀,140mm,O,O,O,O,,O"
"현대  HD-M450PK,현대,M-ATX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"GMC  티타늄 T450M,GMC,M-ATX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"SilverStone  SST-SX700-LPT iBORA,SilverStone,SFX-L 파워,정격 700W,표기 700W,20핀+4핀,120mm 팬,O,,,O,,O"
"현대  HD-500SL,현대,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"FSP  ATX500-50HYN 벌크,FSP,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"스파클텍  GPM600S 85+ 벌크,스파클텍,ATX 파워,정격 600W,표기 600W,,120mm 팬,O,,,O,,"
"웨이코스 THINKWAY elecForce 600W-83P,웨이코스,ATX 파워,600W,,20핀+4핀,120mm 팬,O,,,O,,"
"웨이코스 THINKWAY 800P REVISION,웨이코스,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,"
"GMC  티타늄 T500,GMC,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"AONE  STORM 600LF A-PFC 벌크,AONE,ATX 파워,정격 600W,,20핀+4핀,120mm 팬,O,,,,,"
"AONE  STORM 350LF 더블포워드 V2.3 벌크,AONE,ATX 파워,정격 350W,,20핀+4핀,120mm 팬,O,,,,,"
"현대  HD-600ST,현대,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"AONE  600P TURBO 벌크,AONE,ATX 파워,정격 350W,,20핀+4핀,120mm 팬,O,,,,,"
"시소닉  P-1050 80PLUS PLATINUM,시소닉,ATX 파워,정격 1050W,표기 1050W,20핀+4핀,120mm 팬,O,O,,O,,O"
"GMC  티타늄 T600,GMC,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,O,,"
"현대  HD-600GP,현대,ATX 파워,정격 300W,,20핀+4핀,120mm 팬,O,,,,,"
"웨이코스 THINKWAY 800P 벌크,웨이코스,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,O,,"
"웨이코스 THINKWAY 600P 벌크,웨이코스,ATX 파워,정격 230W,,20핀+4핀,120mm 팬,O,,,,,"
"AcBEL  M88-1100 iBORA,AcBEL,ATX 파워,표기 1100W,표기 1100W,20핀+4핀,125mm 팬,O,O,,O,,O"
"AcBEL  M88-900 iBORA,AcBEL,ATX 파워,정격 900W,표기 900W,20핀+4핀,125mm 팬,O,O,,O,,O"
"SNK테크  THESSEN-600PW,SNK테크,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,"
"웨이코스 THINKWAY 700P 벌크,웨이코스,ATX 파워,400W,,20핀+4핀,120mm 팬,O,,,O,,"
"시소닉  ECO-500,시소닉,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,"
"웨이코스 THINKWAY 800P,웨이코스,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,O,,"
"SNK테크  JACKPOT-600P2,SNK테크,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,"
"POWEREX  BLACK HAWK 550W SPECIAL EDITION,POWEREX,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,,,O,,"
"POWEREX  REX Q 520W Active PFC,POWEREX,ATX 파워,정격 520W,표기 520W,20핀+4핀,120mm 팬,O,,,O,,"
"에너지 옵티머스 ENERGY OPTIMUS Mach III 600K,에너지 옵티머스,ATX 파워,정격 600W,,20핀+4핀,120mm 팬,O,,,,,"
"Enermax  MAXPRO EMP600AGT,Enermax,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,"
"EPITECH ENERGY OPTIMUS DRON S600,EPITECH,ATX 파워,정격 230W,,20핀+4핀,120mm 팬,,,O,,,"
"에너지 옵티머스 ENERGY OPTIMUS K500,에너지 옵티머스,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,"
"뉴젠테크  NAMAN 500N 2.3 벌크,뉴젠테크,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"POWEREX  REX III 600W Triple V2.3 벌크,POWEREX,ATX 파워,,표기 600W,,120mm 팬,O,,,O,,"
"VOLT  Light 550SE V2.0 Safety Black 6PIN 벌크,VOLT,ATX 파워,250W,550W,20핀+4핀,120mm 팬,O,,,,,"
"EPITECH ENERGY OPTIMUS IceQ 600K V2.3 6 year warranty,EPITECH,ATX 파워,정격 300W,,20핀+4핀,120mm 팬,O,,,,,"
"Enermax  PLATIMAX EPM1000EWT,Enermax,ATX 파워,,표기 1000W,20핀+4핀,120mm 팬,,,,,,O"
"WEED  W450-MW,WEED,M-ATX 파워,정격 200W,표기 450W,20핀+4핀,80mm 팬,,,O,,,"
"Enermax  PLATIMAX EPM750AWT,Enermax,ATX 파워,정격 750W,표기 750W,20핀+4핀,120mm 팬,O,O,,O,O,O"
"+CORONE  5000LC 벌크,+CORONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"REX COOL  SILENT MICRO MG-450,REX COOL,M-ATX 파워,정격 230W,,20핀+4핀,80mm 팬,,,O,,,"
"AONE  태왕 EP500 KC,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"POWEREX  REX-S400A,POWEREX,TFX 파워,정격 350W,표기 350W,20핀+4핀,80mm 팬,O,,,,,"
"REX COOL  LV1 500 V2.2,REX COOL,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"Enermax  TRIATHLOR FC ETA700AWT-M,Enermax,ATX 파워,정격 700W,표기 700W,20핀+4핀,120mm 팬,O,,,O,,O"
"Enermax  PLATIMAX EPM1350EWT,Enermax,ATX 파워,정격 1350W,표기 1350W,20핀+4핀,120mm 팬,,,,,,O"
"WEED  W600-ORIGIN,WEED,ATX 파워,정격 300W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"REX COOL  LV2 500 V2.31 Noise Killer,REX COOL,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"Enermax  MAXPRO EMP500AGT,Enermax,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,"
"VOLT  500V-KC 2년무상,VOLT,ATX 파워,정격 200W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"Enermax  MaxRevo EMR1500EWT,Enermax,ATX 파워,,표기 1500W,,,,,,,,O"
"Enermax  NAXN Adv ETL550AWT,Enermax,ATX 파워,정격 550W,표기 550W,20핀+4핀,,O,,,O,,O"
"REX COOL  SILENT MICRO MG-500,REX COOL,M-ATX 파워,정격 230W,,20핀+4핀,80mm 팬,,,O,,,"
"REX COOL  LV3 500 V2.2 Energy Booster,REX COOL,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"AONE  500S KC,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"BABEL  Sense 500ST V2.3 Silverbel Series 6PIN,BABEL,ATX 파워,정격 230W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"잘만  Wattbit 600W 83+,잘만,ATX 파워,600W,,20핀+4핀,120mm 팬,O,,,,,"
"BABEL  Sense 600ST V2.3 Blackbel Series,BABEL,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"빅스컴  SOLID 500S(KC) 2년무상,빅스컴,ATX 파워,정격 200W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"VOLT  Light 600SE V2.0 Safety Black 벌크,VOLT,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"BABEL  Sense 500SE V2.3 Silverbel Series,BABEL,ATX 파워,정격 230W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"AONE  CARE 500HP KC,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"이도디스플레이 Q-STAR 600AQ V2.3,이도디스플레이,ATX 파워,정격 300W,,20핀+4핀,120mm 팬,O,,,,,"
"오존컴퍼니  MVP V500Z-KC PLUS 벌크,오존컴퍼니,ATX 파워,정격 200W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"REX COOL  SILENT LS1-500,REX COOL,ATX 파워,정격 200W,,20핀+4핀,120mm 팬,,,O,,,"
"빅스컴  SOLID Light 550SE V2.0 Safety Black 벌크,빅스컴,ATX 파워,,표기 550W,20핀+4핀,120mm 팬,,,O,,,"
"퍼스트큐브씨앤씨  MAX 500W V2.3,퍼스트큐브씨앤씨,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,"
"VOLT  600SE Plus V2.3 BLACK 벌크,VOLT,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"ONE-POWER  TD-500LT(KC) 벌크,ONE-POWER,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"WEED  W500-P,WEED,ATX 파워,정격 200W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"오존컴퍼니  MVP V600ZP-KC PLUS 벌크,오존컴퍼니,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"BABEL  Sense 600LT V2.3 Silverbel Series,BABEL,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"WEED  W500-SW,WEED,ATX 파워,정격 250W,,20핀+4핀,120mm 팬,O,,,,,"
"빅스컴  SOLID Light 600SE V2.0 Safety Silver 벌크,빅스컴,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"BABEL  ECO 620BG V2.3 Silverbel Series,BABEL,ATX 파워,정격 280W,표기 620W,20핀+4핀,120mm 팬,O,,,,,"
"ONE-POWER  TD-500(KC) 벌크,ONE-POWER,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"VOLT  600SE Plus V2.3 BLACK 박스,VOLT,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"BABEL  ECO 620BK V2.3 Blackbel Series,BABEL,ATX 파워,정격 280W,표기 620W,20핀+4핀,120mm 팬,O,,,,,"
"퍼스트큐브씨앤씨  First CUBE 500GS BLACK,퍼스트큐브씨앤씨,ATX 파워,정격 200W,표기 500W,,120mm 팬,,,O,,,"
"빅스컴  SOLID Light 600SE V2.0 Safety Silver,빅스컴,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"오존컴퍼니  MVP V600Z-KC BLACK,오존컴퍼니,ATX 파워,정격 230W,표기 600W,20핀+4핀,120mm 팬,,,O,,,"
"VOLT  500V-KC Plus,VOLT,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"AONE  500K 벌크,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"오존컴퍼니  MVP V500Z-KC PLUS 프리미엄,오존컴퍼니,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"퍼스트큐브씨앤씨  First CUBE 500GS Light v2.3,퍼스트큐브씨앤씨,ATX 파워,정격 200W,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"빅스컴  SOLID Light 6500PB,빅스컴,ATX 파워,정격 400W,표기 650W,20핀+4핀,120mm 팬,O,,,,,"
"빅스컴  SOLID Light 6000PB,빅스컴,ATX 파워,정격 350W,표기 600W,20핀+4핀,120mm 팬,O,,,,,"
"세븐팀  ST-550PAP,세븐팀,ATX 파워,,표기 550W,20핀+4핀,120mm 팬,O,,,O,,"
"VOLT  500W-KC 3년무상,VOLT,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"퍼스트큐브씨앤씨  MAX 600W v2.3,퍼스트큐브씨앤씨,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,"
"EPITECH ENERGY OPTIMUS Thunderbolt S600,EPITECH,ATX 파워,정격 200W,표기 600W,20핀+4핀,120mm 팬,,,O,,,"
"Bestone  SK-II 500SA V2 벌크,Bestone,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,"
"퍼스트큐브씨앤씨  First CUBE 500GS PLUS,퍼스트큐브씨앤씨,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"Bestone  SK-II 500S 벌크,Bestone,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,"
"빅스컴  SOLID Light 550SE V2.0 Safety Black,빅스컴,ATX 파워,,표기 550W,20핀+4핀,120mm 팬,,,O,,,"
"빅스컴  SOLID Turbo 620LTE V2.3 Safety Silver,빅스컴,ATX 파워,정격 300W,표기 620W,20핀+4핀,120mm 팬,O,,,,,"
